Rank,Player,Expert
1,Mike Trout CF | LAA  $46 ,1
2,Jose Altuve 2B | HOU  $45 ,1
3,Nolan Arenado 3B | COL $44 ,1
4,Bryce Harper RF | WAS  $42 ,1
5,Charlie Blackmon CF | COL  $41 ,1
6,Mookie Betts RF | BOS $41 ,1
7,Giancarlo Stanton RF | NYY  $40 ,1
8,Clayton Kershaw SP | LAD $38 ,1
9,Kris Bryant 3B | CHC  $38 ,1
10,Trea Turner SS | WAS  $38 ,1
11,Paul Goldschmidt 1B | ARI  $38 ,1
12,Carlos Correa SS | HOU $37 ,1
13,Corey Kluber SP | CLE  $36 ,1
14,Chris Sale SP | BOS  $36 ,1
15,Max Scherzer SP | WAS  $36 ,1
16,Freddie Freeman 1B | ATL  $36 ,1
17,Anthony Rizzo 1B | CHC  $35 ,1
18,Manny Machado 3B | BAL $35 ,1
19,Joey Votto 1B | CIN $34 ,1
20,Francisco Lindor SS | CLE  $33 ,1
21,J.D. Martinez RF | BOS  $33 ,1
22,Jose Ramirez 3B | CLE  $33 ,1
23,George Springer CF | HOU $31 ,1
24,Aaron Judge RF | NYY $31 ,1
25,Cody Bellinger 1B | LAD $31 ,1
26,Josh Donaldson 3B | TOR  $29 ,1
27,Corey Seager SS | LAD  $29 ,1
28,Zack Greinke SP | ARI  $29 ,1
29,Justin Verlander SP | HOU  $29 ,1
30,Madison Bumgarner SP | SF $29 ,1
31,Gary Sanchez C | NYY $29 ,1
32,Anthony Rendon 3B | WAS $28 ,1
33,Luis Severino SP | NYY  $28 ,1
34,Stephen Strasburg SP | WAS $28 ,1
35,Noah Syndergaard SP | NYM  $28 ,1
36,Carlos Carrasco SP | CLE $28 ,1
37,Brian Dozier 2B | MIN $28 ,1
38,Jacob deGrom SP | NYM  $28 ,1
39,Jose Abreu 1B | CHW  $27 ,1
40,Daniel Murphy 2B | WAS  $26 ,1
41,Rhys Hoskins LF | PHI  $26 ,1
42,Nelson Cruz DH | SEA  $26 ,1
43,Edwin Encarnacion DH | CLE $26 ,1
44,Yu Darvish SP | CHC $26 ,1
45,Robbie Ray SP | ARI  $25 ,1
46,Chris Archer SP | TB  $25 ,1
47,Carlos Martinez SP | STL  $25 ,1
48,Dallas Keuchel SP | HOU  $24 ,1
49,Alex Bregman 3B | HOU  $24 ,1
50,Buster Posey C | SF $24 ,1
51,Justin Turner 3B | LAD $23 ,1
52,Tommy Pham LF | STL $22 ,1
53,Christian Yelich CF | MIL $21 ,1
54,Andrew Benintendi LF | BOS $21 ,1
55,Marcell Ozuna LF | STL  $21 ,1
56,James Paxton SP | SEA  $21 ,1
57,Miguel Cabrera 1B | DET  $21 ,1
58,Elvis Andrus SS | TEX $21 ,1
59,Zack Godley SP | ARI  $21 ,1
60,Jonathan Schoop 2B | BAL $20 ,1
61,Aaron Nola SP | PHI $20 ,1
62,Carlos Santana 1B | PHI $20 ,1
63,Jose Quintana SP | CHC  $20 ,1
64,Gerrit Cole SP | HOU  $20 ,1
65,Masahiro Tanaka SP | NYY  $20 ,1
66,* David Price SP | BOS  $20 ,1
67,Sonny Gray SP | NYY $20 ,1
68,Jake Arrieta SP | PHI  $20 ,1
69,Jon Lester SP | CHC  $20 ,1
70,Johnny Cueto SP | SF $20 ,1
71,Eric Hosmer 1B | SD $20 ,1
72,Willson Contreras C | CHC  $19 ,1
73,Matt Carpenter 1B | STL  $19 ,1
74,Robinson Cano 2B | SEA  $18 ,1
75,Dee Gordon 2B | SEA $18 ,1
76,Justin Upton LF | LAA $18 ,1
77,Andrew McCutchen CF | SF $18 ,1
78,Khris Davis LF | OAK $18 ,1
79,Alex Wood SP | LAD  $17 ,1
80,Kenley Jansen RP | LAD  $17 ,1
81,Craig Kimbrel RP | BOS  $17 ,1
82,Lorenzo Cain CF | MIL $17 ,1
83,* Luis Castillo SP | CIN  $16 ,1
84,Aroldis Chapman RP | NYY $15 ,1
85,A.J. Pollock CF | ARI  $15 ,1
86,Xander Bogaerts SS | BOS  $15 ,1
87,* Whit Merrifield 2B | KC $15 ,1
88,Corey Knebel RP | MIL  $15 ,1
89,Starling Marte LF | PIT $15 ,1
90,* Rafael Devers 3B | BOS  $15 ,1
91,Lance McCullers SP | HOU  $15 ,1
92,Travis Shaw 3B | MIL  $15 ,1
93,Jean Segura SS | SEA  $15 ,1
94,Marcus Stroman SP | TOR  $15 ,1
95,Salvador Perez C | KC $15 ,1
96,Ken Giles RP | HOU $15 ,1
97,* Shohei Ohtani SP | LAA  $15 ,1
98,Roberto Osuna RP | TOR  $15 ,1
99,Rich Hill SP | LAD $15 ,1
100,J.T. Realmuto C | MIA  $15 ,1
101,Luke Weaver SP | STL  $15 ,1
102,* Didi Gregorius SS | NYY $15 ,1
103,Charlie Morton SP | HOU  $15 ,1
104,Chase Anderson SP | MIL $15 ,1
105,Jose Berrios SP | MIN $14 ,1
106,Wil Myers 1B | SD $14 ,1
107,* Sean Doolittle RP | WAS $13 ,1
108,Felipe Rivero RP | PIT $13 ,1
109,* Byron Buxton CF | MIN $12 ,1
110,Adam Eaton CF | WAS  $12 ,1
111,Gio Gonzalez SP | WAS  $11 ,1
112,Jeff Samardzija SP | SF  $11 ,1
113,Trevor Bauer SP | CLE $10 ,1
114,Kyle Hendricks SP | CHC  $10 ,1
115,Wade Davis RP | COL  $10 ,1
116,Raisel Iglesias RP | CIN  $10 ,1
117,Edwin Diaz RP | SEA  $9 ,1
118,Chris Taylor CF | LAD $9 ,1
119,* Ozzie Albies 2B | ATL  $8 ,1
120,* Ronald Acuna CF | ATL  $7 ,1
121,* Matt Olson 1B | OAK  $6 ,1
122,* Adrian Beltre 3B | TEX $6 ,1
123,Jay Bruce RF | NYM $6 ,1
124,Yoenis Cespedes LF | NYM  $6 ,1
125,Ryan Braun LF | MIL $6 ,1
126,DJ LeMahieu 2B | COL $6 ,1
127,* Brandon Morrow RP | CHC $6 ,1
128,Alex Colome RP | TB  $6 ,1
129,Cody Allen RP | CLE $6 ,1
130,Mike Moustakas 3B | KC $6 ,1
131,Miguel Sano 3B | MIN  $6 ,1
132,* Blake Snell SP | TB  $6 ,1
133,Mike Clevinger SP | CLE  $6 ,1
134,* Danny Duffy SP | KC  $6 ,1
135,Michael Fulmer SP | DET  $6 ,1
136,Jon Gray SP | COL  $6 ,1
137,* Eddie Rosario LF | MIN  $6 ,1
138,* Domingo Santana RF | MIL $6 ,1
139,Dylan Bundy SP | BAL  $6 ,1
140,Eduardo Nunez 3B | BOS $6 ,1
141,Kyle Seager 3B | SEA $6 ,1
142,Yasiel Puig RF | LAD $6 ,1
143,* Nicholas Castellanos 3B | DET  $6 ,1
144,Evan Gattis C | HOU $6 ,1
145,* Marwin Gonzalez LF | HOU $6 ,1
146,Justin Smoak 1B | TOR  $5 ,1
147,Ryan Zimmerman 1B | WAS  $5 ,1
148,Adam Jones CF | BAL  $5 ,1
149,* Brad Hand RP | SD $5 ,1
150,Rougned Odor 2B | TEX $4 ,1
151,Tanner Roark SP | WAS  $4 ,1
152,Jake Lamb 3B | ARI  $4 ,1
153,Cole Hamels SP | TEX  $4 ,1
154,Aaron Sanchez SP | TOR  $4 ,1
155,Garrett Richards SP | LAA $4 ,1
156,Kevin Gausman SP | BAL $4 ,1
157,Jake Faria SP | TB  $4 ,1
158,Patrick Corbin SP | ARI $4 ,1
159,* Mike Minor RP | TEX  $4 ,1
160,Mark Melancon RP | SF  $4 ,1
161,Yadier Molina C | STL  $4 ,1
162,Josh Bell 1B | PIT $4 ,1
163,* Greg Bird 1B | NYY  $4 ,1
164,Trevor Story SS | COL $4 ,1
165,* Wilson Ramos C | TB  $4 ,1
166,Rick Porcello SP | BOS  $4 ,1
167,Drew Pomeranz SP | BOS  $4 ,1
168,Lance Lynn SP | MIN  $4 ,1
169,* Scooter Gennett 2B | CIN  $4 ,1
170,* Jeurys Familia RP | NYM  $4 ,1
171,Greg Holland RP | COL $4 ,1
172,* Hector Neris RP | PHI $4 ,1
173,J.A. Happ SP | TOR  $4 ,1
174,* Alex Cobb SP | TB $4 ,1
175,Sean Manaea SP | OAK  $4 ,1
176,Jameson Taillon SP | PIT $4 ,1
177,Taijuan Walker SP | ARI $4 ,1
178,Julio Teheran SP | ATL  $4 ,1
179,Kenta Maeda SP | LAD  $4 ,1
180,* Ian Kinsler 2B | LAA $4 ,1
181,* Eugenio Suarez 3B | CIN  $4 ,1
182,Zack Cozart SS | LAA $4 ,1
183,* Arodys Vizcaino RP | ATL  $3 ,1
184,* Danny Salazar SP | CLE  $2 ,1
185,* Jimmy Nelson SP | MIL  $2 ,1
186,* Dinelson Lamet SP | SD  $2 ,1
187,Jordan Montgomery SP | NYY $2 ,1
188,Ender Inciarte CF | ATL  $2 ,1
189,* Joey Gallo 3B | TEX  $2 ,1
190,* Kevin Kiermaier CF | TB  $2 ,1
191,* Ian Happ CF | CHC  $2 ,1
192,* Yoan Moncada 2B | CHW  $2 ,1
193,* Justin Bour 1B | MIA  $2 ,1
194,Michael Brantley LF | CLE  $2 ,1
195,* Brett Gardner LF | NYY  $2 ,1
196,Ervin Santana SP | MIN  $1 ,1
197,Lucas Giolito SP | CHW  $1 ,1
198,* Brad Peacock SP | HOU $1 ,1
199,Billy Hamilton CF | CIN $1 ,1
200,Adam Duvall LF | CIN $1 ,1
201,Jason Kipnis 2B | CLE $1 ,1
202,Dexter Fowler CF | STL  $1 ,1
203,Michael Conforto LF | NYM  $1 ,1
204,Eric Thames 1B | MIL $1 ,1
205,Avisail Garcia RF | CHW  $1 ,1
206,* Kyle Schwarber LF | CHC  $1 ,1
207,* Mitch Haniger RF | SEA  $1 ,1
208,Marco Estrada SP | TOR  $1 ,1
209,Brian McCann C | HOU $1 ,1
210,* Joe Musgrove RP | PIT  $1 ,1
211,* Logan Morrison 1B | MIN  $1 ,1
212,Brandon Belt 1B | SF  $1 ,1
213,Evan Longoria 3B | SF  $1 ,1
214,Yasmani Grandal C | LAD  $1 ,1
215,* Austin Barnes C | LAD  $1 ,1
216,Odubel Herrera CF | PHI  $1 ,1
217,* Yuli Gurriel 1B | HOU  $1 ,1
218,Carlos Gonzalez RF | COL  $1 ,1
219,Gregory Polanco RF | PIT  $1 ,1
220,* Paul DeJong SS | STL $1 ,1
221,* Chris Davis 1B | BAL  $1 ,1
222,Michael Wacha SP | STL  $1 ,1
223,* Shane Greene RP | DET  $1 ,1
224,* Javier Baez 2B | CHC  $1 ,1
225,* Blake Treinen RP | OAK $1 ,1
226,* Luiz Gohara SP | ATL  $1 ,1
227,Mike Leake SP | SEA  $1 ,1
228,* Steven Souza RF | ARI $1 ,1
229,* Nomar Mazara RF | TEX  $1 ,1
230,* Delino DeShields LF | TEX  $1 ,1
231,Aaron Hicks CF | NYY  $1 ,1
232,Fernando Rodney RP | MIN $1 ,1
233,* Kelvin Herrera RP | KC $1 ,1
234,* Jackie Bradley CF | BOS  $1 ,1
235,Jake Odorizzi SP | MIN  $1 ,1
236,Stephen Piscotty RF | OAK  $1 ,1
237,* Jesse Winker RF | CIN  $1 ,1
238,* Gleyber Torres SS | NYY  $1 ,1
239,* Amed Rosario SS | NYM  $1 ,1
240,Matt Harvey SP | NYM  $1 ,1
241,* Tyler Glasnow SP | PIT  $1 ,1
242,* Vince Velasquez SP | PHI  $1 ,1
243,* Miles Mikolas SP | STL  $1 ,1
244,* Jake Junis SP | KC $1 ,1
245,* German Marquez SP | COL  $1 ,1
246,* Sean Newcomb SP | ATL  $1 ,1
247,* Alex Reyes SP | STL  $1 ,1
248,* Andrew Heaney SP | LAA  $1 ,1
249,Steven Matz SP | NYM  $1 ,1
250,Dan Straily SP | MIA  $1 ,1
251,Cesar Hernandez 2B | PHI  $1 ,1
252,Jonathan Lucroy C | OAK  $1 ,1
253,* Andrelton Simmons SS | LAA  ,1
254,Ian Desmond LF | COL  ,1
255,* Manuel Margot CF | SD  ,1
256,Corey Dickerson LF | PIT ,1
257,* David Dahl LF | COL  ,1
258,* Bradley Zimmer CF | CLE  ,1
259,Neil Walker 2B | NYY  ,1
260,Todd Frazier 3B | NYM  ,1
261,* Jed Lowrie 2B | OAK ,1
262,Yangervis Solarte 2B | TOR  ,1
263,* Marcus Semien SS | OAK ,1
264,* Maikel Franco 3B | PHI ,1
265,* J.P. Crawford 3B | PHI  ,1
266,* Zach Davies SP | MIL  ,1
267,Starlin Castro 2B | MIA  ,1
268,* Trey Mancini LF | BAL  ,1
269,* Andrew Miller RP | CLE ,1
270,Devon Travis 2B | TOR ,1
271,* Josh Harrison 2B | PIT  ,1
272,* Archie Bradley RP | ARI  ,1
273,* Luke Gregerson RP | STL  ,1
274,* Brad Brach RP | BAL ,1
275,* Cam Bedrosian RP | LAA ,1
276,* Blake Parker RP | LAA  ,1
277,* Josh Hader RP | MIL ,1
278,* Mike Foltynewicz SP | ATL  ,1
279,* Brad Ziegler RP | MIA  ,1
280,* Collin McHugh SP | HOU  ,1
281,* Brandon Woodruff SP | MIL  ,1
282,Jason Vargas SP | NYM  ,1
283,Brandon McCarthy SP | ATL ,1
284,* CC Sabathia SP | NYY  ,1
285,* Jose Martinez LF | STL  ,1
286,Addison Russell SS | CHC ,1
287,* Josh Reddick RF | HOU ,1
288,* Lewis Brinson CF | MIA ,1
289,Aaron Altherr LF | PHI ,1
290,Kole Calhoun RF | LAA  ,1
291,* Shin-Soo Choo RF | TEX  ,1
292,* Randal Grichuk LF | TOR  ,1
293,Mark Trumbo DH | BAL  ,1
294,* Austin Hays RF | BAL  ,1
295,* Willie Calhoun LF | TEX  ,1
296,* Jose Pirela LF | SD  ,1
297,* Nick Williams RF | PHI ,1
298,Robinson Chirinos C | TEX  ,1
299,* Welington Castillo C | CHW  ,1
300,* Jeimer Candelario 3B | DET,1
1,Jose Altuve 2B | HOU  $50 ,2
2,Mike Trout CF | LAA  $50 ,2
3,Mookie Betts RF | BOS $45 ,2
4,Bryce Harper RF | WAS  $45 ,2
5,Nolan Arenado 3B | COL $43 ,2
6,Charlie Blackmon CF | COL  $43 ,2
7,Clayton Kershaw SP | LAD $41 ,2
8,Max Scherzer SP | WAS  $39 ,2
9,Corey Kluber SP | CLE  $39 ,2
10,Chris Sale SP | BOS  $39 ,2
11,Trea Turner SS | WAS  $39 ,2
12,Paul Goldschmidt 1B | ARI  $39 ,2
13,Manny Machado 3B | BAL $39 ,2
14,Carlos Correa SS | HOU $39 ,2
15,Joey Votto 1B | CIN $39 ,2
16,Aaron Judge RF | NYY $39 ,2
17,Giancarlo Stanton RF | NYY  $36 ,2
18,Kris Bryant 3B | CHC  $36 ,2
19,Anthony Rizzo 1B | CHC  $36 ,2
20,Freddie Freeman 1B | ATL  $36 ,2
21,Francisco Lindor SS | CLE  $34 ,2
22,Corey Seager SS | LAD  $34 ,2
23,Jose Ramirez 3B | CLE  $34 ,2
24,J.D. Martinez RF | BOS  $34 ,2
25,Madison Bumgarner SP | SF $34 ,2
26,Zack Greinke SP | ARI  $34 ,2
27,George Springer CF | HOU $34 ,2
28,Justin Verlander SP | HOU  $31 ,2
29,Carlos Carrasco SP | CLE $31 ,2
30,Stephen Strasburg SP | WAS $31 ,2
31,Noah Syndergaard SP | NYM  $31 ,2
32,Luis Severino SP | NYY  $31 ,2
33,Jacob deGrom SP | NYM  $30 ,2
34,Andrew Benintendi LF | BOS $28 ,2
35,Edwin Encarnacion DH | CLE $28 ,2
36,Rhys Hoskins LF | PHI  $28 ,2
37,Cody Bellinger 1B | LAD $28 ,2
38,Brian Dozier 2B | MIN $28 ,2
39,Buster Posey C | SF $25 ,2
40,Gary Sanchez C | NYY $25 ,2
41,Dallas Keuchel SP | HOU  $23 ,2
42,Carlos Martinez SP | STL  $23 ,2
43,Kenley Jansen RP | LAD  $21 ,2
44,Yu Darvish SP | CHC $20 ,2
45,Alex Bregman 3B | HOU  $20 ,2
46,Jose Abreu 1B | CHW  $20 ,2
47,Josh Donaldson 3B | TOR  $20 ,2
48,Jose Quintana SP | CHC  $20 ,2
49,Chris Archer SP | TB  $20 ,2
50,Masahiro Tanaka SP | NYY  $20 ,2
51,Gerrit Cole SP | HOU  $20 ,2
52,Willson Contreras C | CHC  $20 ,2
53,Nelson Cruz DH | SEA  $20 ,2
54,Christian Yelich CF | MIL $20 ,2
55,Lorenzo Cain CF | MIL $20 ,2
56,Robbie Ray SP | ARI  $20 ,2
57,Jon Lester SP | CHC  $20 ,2
58,Craig Kimbrel RP | BOS  $20 ,2
59,Aroldis Chapman RP | NYY $20 ,2
60,Aaron Nola SP | PHI $20 ,2
61,Daniel Murphy 2B | WAS  $20 ,2
62,Andrew McCutchen CF | SF $20 ,2
63,Tommy Pham LF | STL $20 ,2
64,Khris Davis LF | OAK $19 ,2
65,Justin Upton LF | LAA $18 ,2
66,Xander Bogaerts SS | BOS  $18 ,2
67,Elvis Andrus SS | TEX $18 ,2
68,Johnny Cueto SP | SF $18 ,2
69,Jose Berrios SP | MIN $18 ,2
70,Zack Godley SP | ARI  $18 ,2
71,* Luis Castillo SP | CIN  $18 ,2
72,James Paxton SP | SEA  $15 ,2
73,Jeff Samardzija SP | SF  $15 ,2
74,* David Price SP | BOS  $15 ,2
75,Robinson Cano 2B | SEA  $15 ,2
76,Dee Gordon 2B | SEA $15 ,2
77,Raisel Iglesias RP | CIN  $15 ,2
78,Ken Giles RP | HOU $15 ,2
79,Roberto Osuna RP | TOR  $15 ,2
80,Corey Knebel RP | MIL  $15 ,2
81,* Whit Merrifield 2B | KC $15 ,2
82,Jean Segura SS | SEA  $15 ,2
83,Anthony Rendon 3B | WAS $15 ,2
84,Carlos Santana 1B | PHI $15 ,2
85,Miguel Cabrera 1B | DET  $15 ,2
86,Matt Carpenter 1B | STL  $14 ,2
87,Travis Shaw 3B | MIL  $14 ,2
88,Marcell Ozuna LF | STL  $14 ,2
89,Yoenis Cespedes LF | NYM  $13 ,2
90,Starling Marte LF | PIT $13 ,2
91,Jay Bruce RF | NYM $12 ,2
92,* Ozzie Albies 2B | ATL  $12 ,2
93,Salvador Perez C | KC $12 ,2
94,Wil Myers 1B | SD $12 ,2
95,* Brad Hand RP | SD $12 ,2
96,Wade Davis RP | COL  $12 ,2
97,Cody Allen RP | CLE $12 ,2
98,* Wilson Ramos C | TB  $12 ,2
99,Evan Gattis C | HOU $12 ,2
100,* Sean Doolittle RP | WAS $12 ,2
101,Alex Colome RP | TB  $12 ,2
102,Edwin Diaz RP | SEA  $12 ,2
103,* Paul DeJong SS | STL $12 ,2
104,Trevor Story SS | COL $12 ,2
105,Jonathan Schoop 2B | BAL $12 ,2
106,DJ LeMahieu 2B | COL $12 ,2
107,Alex Wood SP | LAD  $11 ,2
108,Eric Hosmer 1B | SD $11 ,2
109,Sonny Gray SP | NYY $11 ,2
110,* Domingo Santana RF | MIL $10 ,2
111,A.J. Pollock CF | ARI  $10 ,2
112,* Blake Snell SP | TB  $10 ,2
113,Jake Arrieta SP | PHI  $10 ,2
114,Lance McCullers SP | HOU  $10 ,2
115,Kyle Hendricks SP | CHC  $10 ,2
116,Tanner Roark SP | WAS  $10 ,2
117,Marcus Stroman SP | TOR  $10 ,2
118,Rich Hill SP | LAD $10 ,2
119,* Shohei Ohtani SP | LAA  $10 ,2
120,* Didi Gregorius SS | NYY $10 ,2
121,* Rafael Devers 3B | BOS  $10 ,2
122,Justin Turner 3B | LAD $9 ,2
123,* Byron Buxton CF | MIN $9 ,2
124,* Ian Happ CF | CHC  $9 ,2
125,* Adrian Beltre 3B | TEX $9 ,2
126,* Ronald Acuna CF | ATL  $9 ,2
127,Rougned Odor 2B | TEX $9 ,2
128,Adam Jones CF | BAL  $9 ,2
129,* Nomar Mazara RF | TEX  $9 ,2
130,* Matt Olson 1B | OAK  $8 ,2
131,Josh Bell 1B | PIT $8 ,2
132,* Joey Gallo 3B | TEX  $8 ,2
133,Rick Porcello SP | BOS  $7 ,2
134,Jon Gray SP | COL  $7 ,2
135,Trevor Bauer SP | CLE $7 ,2
136,Taijuan Walker SP | ARI $7 ,2
137,Jameson Taillon SP | PIT $7 ,2
138,Mike Clevinger SP | CLE  $7 ,2
139,* Brandon Morrow RP | CHC $7 ,2
140,J.T. Realmuto C | MIA  $7 ,2
141,Yadier Molina C | STL  $7 ,2
142,Felipe Rivero RP | PIT $7 ,2
143,* Amed Rosario SS | NYM  $7 ,2
144,Luke Weaver SP | STL  $7 ,2
145,Cole Hamels SP | TEX  $6 ,2
146,Kole Calhoun RF | LAA  $6 ,2
147,* Brett Gardner LF | NYY  $6 ,2
148,Gio Gonzalez SP | WAS  $6 ,2
149,Adam Duvall LF | CIN $6 ,2
150,Mark Trumbo DH | BAL  $6 ,2
151,Billy Hamilton CF | CIN $6 ,2
152,* Yoan Moncada 2B | CHW  $6 ,2
153,Chris Taylor CF | LAD $6 ,2
154,* Ian Kinsler 2B | LAA $6 ,2
155,Adam Eaton CF | WAS  $6 ,2
156,* Kelvin Herrera RP | KC $6 ,2
157,* Hector Neris RP | PHI $6 ,2
158,Mark Melancon RP | SF  $6 ,2
159,Kyle Seager 3B | SEA $6 ,2
160,Miguel Sano 3B | MIN  $5 ,2
161,Patrick Corbin SP | ARI $5 ,2
162,Yasiel Puig RF | LAD $4 ,2
163,Ryan Braun LF | MIL $4 ,2
164,Michael Brantley LF | CLE  $4 ,2
165,Gregory Polanco RF | PIT  $4 ,2
166,Ender Inciarte CF | ATL  $4 ,2
167,* Jackie Bradley CF | BOS  $4 ,2
168,* Brad Brach RP | BAL $4 ,2
169,Evan Longoria 3B | SF  $4 ,2
170,Mike Moustakas 3B | KC $4 ,2
171,* Eddie Rosario LF | MIN  $4 ,2
172,* Steven Souza RF | ARI $4 ,2
173,Cesar Hernandez 2B | PHI  $3 ,2
174,Jason Kipnis 2B | CLE $3 ,2
175,* Chris Davis 1B | BAL  $3 ,2
176,Brian McCann C | HOU $3 ,2
177,* Marwin Gonzalez LF | HOU $3 ,2
178,* Bradley Zimmer CF | CLE  $3 ,2
179,* Kyle Schwarber LF | CHC  $3 ,2
180,* Greg Bird 1B | NYY  $3 ,2
181,Corey Dickerson LF | PIT $3 ,2
182,* Andrelton Simmons SS | LAA  $3 ,2
183,* Marcus Semien SS | OAK $3 ,2
184,Odubel Herrera CF | PHI  $3 ,2
185,Eric Thames 1B | MIL $3 ,2
186,* Jorge Polanco SS | MIN  $3 ,2
187,Justin Smoak 1B | TOR  $3 ,2
188,Brandon Belt 1B | SF  $3 ,2
189,* Manuel Margot CF | SD  $3 ,2
190,* Lewis Brinson CF | MIA $2 ,2
191,Chase Anderson SP | MIL $2 ,2
192,* Danny Duffy SP | KC  $2 ,2
193,Julio Teheran SP | ATL  $2 ,2
194,Kenta Maeda SP | LAD  $2 ,2
195,Dylan Bundy SP | BAL  $2 ,2
196,* Welington Castillo C | CHW  $2 ,2
197,Yasmani Grandal C | LAD  $2 ,2
198,Jonathan Lucroy C | OAK  $2 ,2
199,* Mike Zunino C | SEA  $2 ,2
200,Marco Estrada SP | TOR  $2 ,2
201,Kevin Gausman SP | BAL $2 ,2
202,J.A. Happ SP | TOR  $2 ,2
203,Greg Holland RP | COL $2 ,2
204,* Blake Treinen RP | OAK $2 ,2
205,* Joe Musgrove RP | PIT  $2 ,2
206,* Mike Minor RP | TEX  $2 ,2
207,* Scooter Gennett 2B | CIN  $2 ,2
208,Dexter Fowler CF | STL  $2 ,2
209,* Mitch Haniger RF | SEA  $2 ,2
210,* Jesse Winker RF | CIN  $2 ,2
211,* Shane Greene RP | DET  $2 ,2
212,* Arodys Vizcaino RP | ATL  $1 ,2
213,* Justin Bour 1B | MIA  $1 ,2
214,Ryan Zimmerman 1B | WAS  $1 ,2
215,* Sean Newcomb SP | ATL  $1 ,2
216,Zack Cozart SS | LAA $1 ,2
217,Mike Leake SP | SEA  $1 ,2
218,* Dinelson Lamet SP | SD  $1 ,2
219,Jordan Montgomery SP | NYY $1 ,2
220,Sean Manaea SP | OAK  $1 ,2
221,Charlie Morton SP | HOU  $1 ,2
222,Lance Lynn SP | MIN  $1 ,2
223,* Kevin Kiermaier CF | TB  $1 ,2
224,* Randal Grichuk LF | TOR  $1 ,2
225,Garrett Richards SP | LAA $1 ,2
226,Matt Harvey SP | NYM  $1 ,2
227,* Jack Flaherty SP | STL  $1 ,2
228,Lucas Giolito SP | CHW  $1 ,2
229,* Eugenio Suarez 3B | CIN  $1 ,2
230,* Joc Pederson CF | LAD  $1 ,2
231,* Orlando Arcia SS | MIL $1 ,2
232,Stephen Piscotty RF | OAK  $1 ,2
233,* Nicholas Castellanos 3B | DET  $1 ,2
234,* Ryan McMahon 1B | COL  $1 ,2
235,Ian Desmond LF | COL  $1 ,2
236,Avisail Garcia RF | CHW  $1 ,2
237,* Hanley Ramirez DH | BOS  $1 ,2
238,* Maikel Franco 3B | PHI $1 ,2
239,Jake Lamb 3B | ARI  $1 ,2
240,* Delino DeShields LF | TEX  $1 ,2
241,Eduardo Nunez 3B | BOS $1 ,2
242,* Javier Baez 2B | CHC  $1 ,2
243,* Jeurys Familia RP | NYM  $1 ,2
244,Jake Faria SP | TB  $1 ,2
245,* Logan Morrison 1B | MIN  $1 ,2
246,Michael Conforto LF | NYM  $1 ,2
247,Carlos Gonzalez RF | COL  $1 ,2
248,* Trey Mancini LF | BAL  $1 ,2
249,* Gleyber Torres SS | NYY  $1 ,2
250,* Tim Beckham SS | BAL  $1 ,2
251,Addison Russell SS | CHC $1 ,2
252,* Brad Peacock SP | HOU $1 ,2
253,* Blake Parker RP | LAA  ,2
254,Ervin Santana SP | MIN  ,2
255,Carlos Rodon SP | CHW  ,2
256,* Alex Cobb SP | TB ,2
257,* Danny Salazar SP | CLE  ,2
258,* Luiz Gohara SP | ATL  ,2
259,Michael Fulmer SP | DET  ,2
260,* J.P. Crawford 3B | PHI  ,2
261,Robinson Chirinos C | TEX  ,2
262,* Brandon Woodruff SP | MIL  ,2
263,* Zach Davies SP | MIL  ,2
264,Brandon Crawford SS | SF ,2
265,* Jeimer Candelario 3B | DET  ,2
266,Neil Walker 2B | NYY  ,2
267,Starlin Castro 2B | MIA  ,2
268,* Joe Panik 2B | SF  ,2
269,Jake Odorizzi SP | MIN  ,2
270,Drew Pomeranz SP | BOS  ,2
271,* Tyler Chatwood SP | CHC  ,2
272,* Alex Reyes SP | STL  ,2
273,Dan Straily SP | MIA  ,2
274,Fernando Rodney RP | MIN ,2
275,* Brad Ziegler RP | MIA  ,2
276,* Mark Leiter RP | PHI  ,2
277,* Robert Stephenson RP | CIN  ,2
278,Aaron Sanchez SP | TOR  ,2
279,* Reynaldo Lopez SP | CHW  ,2
280,Kendrys Morales DH | TOR ,2
281,* Albert Pujols DH | LAA  ,2
282,* Austin Hedges C | SD  ,2
283,* Russell Martin C | TOR ,2
284,* Andrew Miller RP | CLE ,2
285,* Joakim Soria RP | CHW ,2
286,* Archie Bradley RP | ARI  ,2
287,* AJ Ramos RP | NYM  ,2
288,* Josh Reddick RF | HOU ,2
289,* Max Kepler RF | MIN ,2
290,Aaron Hicks CF | NYY  ,2
291,* Shin-Soo Choo RF | TEX  ,2
292,* David Dahl LF | COL  ,2
293,Kevin Pillar CF | TOR ,2
294,Aaron Altherr LF | PHI ,2
295,* James McCann C | DET  ,2
296,* Austin Barnes C | LAD  ,2
297,* Alex Claudio RP | TEX  ,2
298,* Luke Gregerson RP | STL  ,2
299,* Lucas Duda 1B | KC ,2
300,Yonder Alonso 1B | CLE  ,2
